CRN,Grade Code,Banner ID
10001,A,801705
10001,A,208692
10001,A,486203
10001,A,122469
10001,B,40153
10001,A,313192
10001,A,27089
10001,A,60856
10001,A,82904
10001,C,226976
10001,A,874561
10001,B,555201
10001,A,808427
10001,B,987071
10001,A,31351
10001,,85510
10001,A,967441
10001,A,696844
10001,A,610415
10001,A,760805
10001,A,864069
10001,A,305808
10001,A,549680
10001,,698553
10001,B,790088
10001,A,23653
10001,,724044
10001,,738520
10001,,597723
10001,,90621
10001,,45488
10001,,409362
10001,,326723
10001,,782877
10001,,335230
10001,,924082
10001,,883168
10001,,329923
10001,,405389
10001,,458171
10001,,64204
10001,,849975
10001,,392957
10001,,167826
10002,A,801705
10002,A,239098
10002,B,208692
10002,A,667757
10002,A,47787
10002,A,486203
10002,B,40153
10002,A,313192
10002,A,400236
10002,A,82904
10002,B,197018
10002,B,226976
10002,B,790140
10002,B,555201
10002,A,987071
10002,A,31351
10002,C,967441
10002,A,696844
10002,A,722362
10002,A,610415
10002,A,549680
10002,,698553
10002,B,790088
10002,A,23653
10002,,968728
10002,,978522
10002,,291511
10002,,179855
10002,,575397
10002,,52068
10002,,985449
10002,,341860
10002,,710843
10002,,346512
10002,,995329
10002,,440450
10002,,104546
10002,,34363
10002,,506816
10002,,810538
10002,,332368
10002,,760210
10003,A,63485
10003,A,855367
10003,A,472398
10003,A,239098
10003,A,80774
10003,A,645826
10003,A,759508
10003,A,940645
10003,A,995731
10003,A,722334
10003,A,114631
10003,A,585997
10003,,245538
10003,A,219608
10003,A,895690
10003,A,930387
10003,A,69786
10003,A,958269
10003,A,348730
10003,A,318979
10003,A,227137
10003,A,16318
10003,A,317068
10003,A,892851
10003,A,123095
10003,A,275035
10003,A,438619
10003,A,205931
10003,A,463342
10003,A,921374
10003,A,200627
10003,A,298689
10003,A,722362
10003,A,964384
10003,A,969133
10003,A,647112
10003,A,501143
10003,A,306916
10003,A,229964
10003,A,323335
10003,A,477266
10003,,966351
10003,,206181
10003,,275485
10003,,221698
10004,B,855367
10004,A,706151
10004,B,472398
10004,A,239098
10004,B,80774
10004,A,645826
10004,A,799359
10004,A,114631
10004,A,999959
10004,A,737194
10004,A,107401
10004,A,466892
10004,A,868047
10004,A,817096
10004,B,589021
10004,A,585997
10004,A,245538
10004,A,233825
10004,A,702425
10004,B,930387
10004,A,566203
10004,C,230458
10004,A,318979
10004,A,124240
10004,A,227137
10004,A,991059
10004,A,223261
10004,A,181566
10004,A,317068
10004,A,505574
10004,A,200627
10004,A,298689
10004,A,777585
10004,B,515091
10004,A,227221
10004,A,722362
10004,B,969133
10004,A,559328
10004,A,647112
10004,A,229964
10004,A,323335
10004,A,477266
10004,A,705018
10005,A,659973
10005,B,63485
10005,B,95786
10005,A,472398
10005,B,80774
10005,A,645826
10005,A,759508
10005,I,940645
10005,A,995731
10005,B,722334
10005,A,497921
10005,A,151079
10005,A,160083
10005,B,219608
10005,A,895690
10005,A,930387
10005,A,69786
10005,A,958269
10005,B,348730
10005,A,487130
10005,A,16318
10005,A,892851
10005,A,123095
10005,A,275035
10005,A,438619
10005,A,205931
10005,A,568387
10005,A,463342
10005,A,921374
10005,A,200627
10005,A,895669
10005,A,964384
10005,A,501143
10005,A,131983
10005,A,458352
10005,A,720119
10005,,966351
10005,,2883
10005,,499243
10005,,271709
10005,,399345
10005,,233825
10005,,333925
10005,,574871
10005,,574871
10005,,635347
10005,,728380
10005,,484603
10005,,549680
10005,,761548
10005,,275485
10005,,431125
10005,,178490
10005,,394232
10005,,643331
10005,,797188
10005,,209362
10005,,226524
10005,,34363
10005,,826089
10006,A,659973
10006,A,63485
10006,A,759508
10006,C,940645
10006,A,995731
10006,B,722334
10006,A,497921
10006,A,151079
10006,A,160083
10006,A,219608
10006,A,895690
10006,A,69786
10006,B,348730
10006,A,487130
10006,A,16318
10006,A,892851
10006,A,123095
10006,A,275035
10006,A,438619
10006,A,205931
10006,A,568387
10006,A,463342
10006,A,921374
10006,A,895669
10006,A,964384
10006,A,501143
10006,A,131983
10006,A,458352
10006,A,306916
10006,A,720119
10006,,968728
10006,,853121
10006,,835892
10006,,985449
10006,,657251
10006,,930213
10006,,575238
10006,,346512
10006,,280666
10006,,148452
10006,,518123
10006,,243814
10006,,142454
10006,,92693
10006,,744497
10006,,454039
10006,,773031
10006,,880429
10006,,221698
10006,,207260
10007,A,567362
10007,A,301751
10007,A,19797
10007,B,877730
10007,A,697650
10007,A,95805
10007,A,240878
10007,A,567574
10007,A,107485
10007,A,420714
10007,A,632068
10007,A,694706
10007,A,114880
10007,A,580503
10007,A,420476
10007,A,418400
10007,A,107378
10007,A,223936
10007,,650357
10007,A,301427
10007,A,706682
10007,A,795974
10007,,180858
10007,A,786663
10007,A,597297
10007,,211143
10007,,966351
10007,,853121
10007,,785176
10007,,341860
10007,,533555
10007,,710843
10007,,280666
10007,,779744
10007,,995329
10007,,142454
10007,,851375
10007,,34363
10007,,506816
10007,,760210
10008,A,511244
10008,A,780769
10008,A,779788
10008,A,539550
10008,A,539232
10008,A,447980
10008,A,317314
10008,A,344127
10008,A,124869
10008,A,472720
10008,A,554968
10008,A,540485
10008,A,60518
10008,A,847040
10008,A,83626
10008,A,166907
10008,A,175649
10008,A,102859
10008,A,997933
10008,A,647437
10008,A,611312
10008,A,793783
10008,A,756522
10008,A,182712
10009,A,511244
10009,A,780769
10009,A,779788
10009,A,539550
10009,A,539232
10009,B,447980
10009,A,317314
10009,A,344127
10009,A,124869
10009,A,472720
10009,A,554968
10009,A,540485
10009,A,60518
10009,A,847040
10009,A,83626
10009,A,166907
10009,A,175649
10009,A,102859
10009,A,997933
10009,A,647437
10009,A,611312
10009,A,793783
10009,A,756522
10009,B,182712
10009,,589075
10009,,763561
10009,,211143
10009,,67919
10009,,937871
10009,,836709
10009,,499220
10009,,765716
10009,,307927
10009,,533555
10009,,486203
10009,,257121
10009,,176156
10009,,478933
10009,,221462
10009,,566529
10009,,651983
10009,,246648
10009,,405370
10009,,724753
10009,,292949
10009,,892967
10009,,731040
10009,,506816
10009,,263523
10009,,294689
10010,B,567362
10010,A,301751
10010,A,19797
10010,A,877730
10010,A,697650
10010,A,95805
10010,A,240878
10010,A,567574
10010,A,107485
10010,A,420714
10010,B,632068
10010,A,694706
10010,A,114880
10010,A,580503
10010,A,420476
10010,A,418400
10010,A,107378
10010,A,223936
10010,,650357
10010,A,301427
10010,A,706682
10010,A,795974
10010,,180858
10010,A,786663
10010,A,597297
10010,,958246
10010,,922058
10010,,17575
10010,,853121
10010,,299839
10010,,283266
10010,,774476
10010,,76983
10010,,62849
10010,,724927
10010,,471285
10010,,935383
10010,,268843
10010,,576868
10010,,906880
10010,,301133
10010,,551679
10010,,469404
10010,,340005
10010,,326496
10010,,338613
10010,,748014
10010,,253190
10010,,506816
10010,,424761
10011,B,447980
10011,B,567362
10011,A,301751
10011,A,19797
10011,A,877730
10011,A,697650
10011,A,95805
10011,B,240878
10011,A,567574
10011,A,107485
10011,A,420714
10011,A,632068
10011,A,694706
10011,,114880
10011,A,580503
10011,A,420476
10011,B,418400
10011,A,107378
10011,A,223936
10011,,650357
10011,A,301427
10011,A,706682
10011,A,795974
10011,,180858
10011,A,786663
10011,B,597297
10011,,576868
10011,,347783
10011,,642767
10011,,652591
10011,,845236
10011,,275062
10011,,12704
10012,A,567362
10012,A,301751
10012,A,19797
10012,A,877730
10012,A,697650
10012,A,95805
10012,A,240878
10012,B,567574
10012,A,107485
10012,A,420714
10012,A,632068
10012,A,694706
10012,A,114880
10012,A,580503
10012,B,420476
10012,A,418400
10012,A,107378
10012,A,223936
10012,,650357
10012,A,301427
10012,A,706682
10012,A,795974
10012,,180858
10012,A,786663
10012,A,597297
10012,,982027
10012,,579555
10012,,45555
10012,,341860
10012,,533555
10012,,937865
10012,,845236
10012,,851375
10012,,744497
10012,,242175
10012,,760210
10013,A,511244
10013,A,780769
10013,A,779788
10013,A,539550
10013,A,539232
10013,,447980
10013,A,317314
10013,A,344127
10013,A,124869
10013,,472720
10013,A,554968
10013,A,540485
10013,A,60518
10013,A,847040
10013,A,83626
10013,A,166907
10013,A,175649
10013,A,102859
10013,A,997933
10013,,647437
10013,A,611312
10013,A,793783
10013,A,756522
10013,A,182712
10013,,825734
10013,,976645
10013,,505390
10013,,837149
10013,,531592
10013,,647594
10013,,987213
10013,,202491
10013,,958708
10013,,92222
10013,,193964
10013,,581035
10013,,919802
10013,,214792
10013,,152838
10013,,295248
10013,,318979
10013,,625554
10013,,266268
10013,,507694
10013,,652495
10013,,63163
10013,,227236
10013,,820490
10013,,202666
10013,,380376
10013,,364376
10013,,405412
10013,,672187
10013,,651284
10013,,31292
10014,A,511244
10014,,780769
10014,A,779788
10014,,539550
10014,A,539232
10014,A,447980
10014,A,317314
10014,A,344127
10014,A,124869
10014,A,472720
10014,A,554968
10014,A,540485
10014,A,60518
10014,A,847040
10014,A,83626
10014,A,166907
10014,A,175649
10014,A,102859
10014,A,997933
10014,A,647437
10014,A,611312
10014,A,793783
10014,A,756522
10014,A,182712
10014,,782877
10014,,335230
10014,,883168
10014,,329923
10014,,111964
10014,,458171
10014,,64204
10014,,849975
10014,,841606
10015,A,567362
10015,A,301751
10015,A,19797
10015,A,877730
10015,A,697650
10015,A,95805
10015,A,240878
10015,A,567574
10015,A,107485
10015,A,420714
10015,A,632068
10015,A,694706
10015,A,114880
10015,A,580503
10015,A,420476
10015,A,418400
10015,A,107378
10015,A,223936
10015,,650357
10015,A,301427
10015,A,706682
10015,A,795974
10015,,180858
10015,A,786663
10015,A,597297
10015,,207848
10015,,597826
10015,,179855
10015,,549839
10015,,579555
10015,,660077
10015,,997397
10015,,985449
10015,,930213
10015,,844271
10015,,164549
10015,,280666
10015,,94587
10015,,275485
10015,,243814
10015,,457447
10015,,995329
10015,,205768
10015,,374851
10015,,460310
10015,,104546
10015,,714588
10015,,885950
10015,,695492
10015,,594073
10015,,544065
10015,,41746
10015,,734348
10015,,10843
10015,,509065
10016,A,280479
10016,A,374851
10016,,219372
10016,B,374070
10016,C,940971
10016,A,328261
10016,A,558520
10016,D,315381
10016,B,68663
10016,B,438523
10016,W,866819
10016,A,443108
10016,C,391428
10016,B,76288
10016,D,444973
10016,C,471285
10017,B,855367
10017,A,706151
10017,B,472398
10017,B,80774
10017,A,645826
10017,A,799359
10017,A,114631
10017,B,999959
10017,B,737194
10017,A,107401
10017,A,466892
10017,B,868047
10017,A,817096
10017,B,589021
10017,A,585997
10017,A,245538
10017,B,233825
10017,A,702425
10017,B,930387
10017,A,566203
10017,A,230458
10017,B,318979
10017,B,124240
10017,A,227137
10017,A,223261
10017,B,181566
10017,A,505574
10017,A,200627
10017,A,298689
10017,A,777585
10017,B,515091
10017,A,227221
10017,B,969133
10017,A,559328
10017,A,647112
10017,A,229964
10017,A,323335
10017,B,477266
10017,B,705018
10017,,837149
10017,,798237
10017,,643882
10017,,629897
10018,A,123015
10018,A,523884
10018,A,820490
10018,,108850
10018,A,680827
10018,B,765716
10018,B,890731
10018,,131567
10018,,463861
10018,A,669373
10018,B,773600
10018,B,651284
10018,A,3419
10018,B,347783
10018,B,550587
10018,B,297106
10018,,807732
10018,B,895883
10018,B,522151
10018,A,692560
10018,A,420531
10018,A,823128
10018,B,717129
10018,A,739338
10018,A,952892
10018,A,58992
10018,A,12435
10018,,702182
10018,B,532308
10019,B,858022
10019,C,981332
10019,A,201154
10019,,190371
10019,C,812657
10019,B,232740
10019,D,848277
10019,B,879328
10019,A,61227
10019,C,903516
10019,B,481690
10019,B,589619
10019,W,136122
10019,B,627307
10019,D,997062
10019,W,145254
10019,B,852617
10019,B,777857
10019,B,992270
10019,B,466751
10019,A,810018
10019,D,741332
10019,C,209362
10019,,555201
10019,,134376
10019,,72087
10019,,88366
10019,,585343
10019,,215901
10019,,978613
10019,,651491
10019,,135496
10019,,518123
10019,,265775
10019,,387888
10019,,288431
10019,,444352
10019,,917646
10019,,201154
10019,,981818
10019,,760144
10019,,509065
10019,,969133
10020,,498018
10020,,683502
10020,,782975
10020,,282302
10020,,48876
10020,,445651
10020,,123470
10020,,909314
10020,,337155
10020,,658504
10020,,498965
10020,,280666
10020,,937119
10020,,55580
10020,,396271
10020,,507314
10020,,226916
10020,,662732
10020,,108094
10020,,696712
10020,,702986
10020,,288431
10020,,854747
10020,,127337
10020,,986201
10020,,230458
10020,,457206
10020,,979640
10020,,762510
10020,,709210
10020,,53986
10020,,262881
10020,,526037
10020,,524483
10020,,142454
10020,,483072
10020,,435817
10020,,851375
10020,,449960
10020,,675682
10020,,738310
10020,,121325
10020,,737194
10020,,722793
10020,,629897
10020,,773031
10020,,273975
10020,,110951
10020,,705319
10020,,323335
10020,,188079
10020,,318814
10020,,278553
10020,,940833
10020,,127088
10020,,301952
10020,,268791
10020,,556313
10020,,241163
10020,,777585
10020,,972955
10020,,861678
10021,,370763
10021,B,482596
10021,C,907094
10021,B,727399
10021,A,757642
10021,,62206
10021,B,233922
10021,B,848277
10021,A,478933
10021,,723052
10021,F,639138
10021,C,576657
10021,B,69364
10021,W,655121
10021,B,396774
10021,C,553656
10021,B,903516
10021,,370325
10021,A,829506
10021,B,932323
10021,A,627307
10021,C,997062
10021,A,159685
10021,W,145254
10021,B,777857
10021,,865608
10021,A,108213
10021,A,424931
10021,A,525027
10021,C,172968
10021,,964308
10021,,937083
10021,,211143
10021,,978522
10021,,291511
10021,,206181
10021,,835892
10021,,498965
10021,,779744
10021,,142454
10021,,92693
10022,,108850
10022,,190371
10022,A,390140
10022,,336533
10022,A,372503
10022,A,428501
10022,A,95160
10022,A,998047
10022,A,777857
10022,A,958475
10022,A,539100
10022,A,741332
10022,A,209362
10022,,968728
10022,,937871
10022,,579555
10022,,835892
10022,,657251
10022,,930213
10022,,498965
10022,,243814
10022,,440450
10022,,714588
10022,,629897
10022,,773031
10022,,810538
10022,,332368
10022,,221698
10023,A,630249
10023,,370763
10023,A,855849
10023,A,41178
10023,,463861
10023,,336533
10023,A,807859
10023,A,473176
10023,,3099
10023,,947735
10023,A,198696
10023,A,264497
10023,A,735213
10023,,968728
10023,,966351
10023,,206181
10023,,937871
10023,,50525
10023,,52068
10023,,657251
10023,,930213
10023,,341860
10023,,164549
10023,,533555
10023,,703091
10023,,498965
10023,,548130
10023,,280666
10023,,135496
10023,,176156
10023,,518123
10023,,275485
10023,,243814
10023,,779744
10023,,714588
10023,,142454
10023,,744497
10023,,773031
10023,,236088
10023,,880429
10023,,34363
10023,,509065
10023,,221698
10024,A,701902
10024,B,326738
10024,A,906880
10024,A,605330
10024,A,264453
10024,B,478531
10024,A,835208
10024,A,53986
10024,A,658603
10024,A,505390
10024,A,473863
10024,A,849975
10024,A,135877
10024,A,854747
10024,A,190657
10024,A,221462
10024,A,27948
10024,A,307614
10024,A,382683
10024,A,12435
10024,A,539959
10024,A,531592
10024,A,507694
10024,B,135109
10024,A,990176
10024,A,809909
10024,,87226
10024,,968728
10024,,937871
10024,,579555
10024,,52068
10024,,657251
10024,,930213
10024,,341860
10024,,164549
10024,,703091
10024,,498965
10024,,280666
10024,,410477
10024,,176156
10024,,243814
10024,,714588
10024,,92693
10024,,744497
10024,,629897
10024,,236088
10024,,880429
10024,,34363
10024,,810538
10024,,221698
10024,,207260
10025,A,317861
10025,A,820490
10025,B,392809
10025,A,906880
10025,A,995427
10025,A,907091
10025,A,597723
10025,,821530
10025,A,509725
10025,B,374070
10025,A,853226
10025,A,558520
10025,A,985433
10025,A,506755
10025,A,672187
10025,A,443108
10025,A,709788
10025,B,425547
10025,A,92222
10025,A,405539
10025,A,420531
10025,A,823128
10025,A,502482
10025,A,739338
10025,,955450
10025,A,850659
10025,A,776436
10025,A,543667
10025,A,135109
10025,A,67445
10025,A,325483
10025,A,923284
10025,,943343
10025,,760087
10025,,506787
10025,,346512
10025,,919802
10025,,176156
10025,,698190
10025,,243814
10025,,182579
10025,,440450
10025,,968930
10025,,644810
10025,,629897
10025,,773031
10025,,225233
10025,,615058
10025,,242175
10025,,908915
10025,,612122
10025,,810538
10025,,537668
10026,F,981332
10026,B,637503
10026,B,783874
10026,F,288042
10026,,987904
10026,A,232740
10026,B,119937
10026,F,848277
10026,C,879328
10026,F,639138
10026,C,861409
10026,,3099
10026,F,136122
10026,B,655390
10026,,865608
10026,A,221788
10026,B,992270
10026,,947735
10026,B,741332
10026,C,735213
10026,F,209362
10026,,491745
10026,,544279
10026,,241554
10026,,61759
10026,,515777
10026,,499212
10026,,362599
10026,,939218
10026,,45742
10026,,359045
10026,,940040
10026,,511422
10026,,987131
10026,,430383
10026,,607644
10026,,341295
10026,,175467
10026,,265691
10026,,177777
10026,,197518
10026,,963921
10026,,958948
10026,,985556
10026,,481452
10026,,257478
10026,,279602
10026,,3011
10026,,868017
10026,,342806
10026,,150493
10026,,671497
10026,,387641
10026,,117346
10026,,726278
10026,,514033
10026,,517218
10026,,84042
10026,,157973
10026,,116357
10026,,233763
10026,,576266
10026,,95450
10026,,511093
10026,,676846
10026,,361991
10026,,393248
10026,,837722
10026,,763927
10026,,259340
10026,,156247
10026,,908339
10026,,207978
10026,,26482
10026,,824070
10026,,840152
10026,,487407
10027,,998154
10027,,382501
10027,,98390
10027,,509609
10027,,382494
10027,,3129
10027,,268742
10027,,776393
10027,,409659
10027,,686910
10027,,246454
10027,,497049
10027,,821320
10027,,496653
10027,,844547
10027,,441130
10027,,851699
10027,,610572
10027,,568178
10027,,849550
10027,,305966
10027,,222582
10027,,746186
10027,,611950
10027,,238721
10027,,588245
10027,,958682
10027,,62991
10027,,669024
10027,,9675
10027,,256407
10027,,547270
10027,,812216
10027,,338855
10027,,386339
10027,,914411
10027,,812069
10027,,194547
10027,,969775
10027,,911774
10027,,598328
10027,,706675
10027,,414429
10027,,460757
10027,,902418
10027,,512239
10027,,591571
10028,D,981332
10028,B,637503
10028,C,627099
10028,C,729113
10028,B,701902
10028,W,906880
10028,B,478531
10028,C,783874
10028,,207221
10028,B,825445
10028,C,213287
10028,A,232740
10028,C,879328
10028,A,12393
10028,A,505390
10028,B,849975
10028,D,136122
10028,B,382683
10028,A,246671
10028,B,539959
10028,A,507694
10028,A,990176
10028,B,67445
10028,B,809909
10028,,185260
10028,,143933
10028,,664582
10028,,993657
10028,,635498
10028,,516842
10028,,623547
10028,,329617
10028,,600976
10028,,430954
10028,,617861
10028,,99369
10028,,218395
10028,,167951
10028,,180497
10028,,81334
10028,,187788
10028,,210068
10028,,151102
10028,,925567
10028,,70563
10028,,754289
10028,,933567
10028,,944283
10028,,298221
10028,,138366
10028,,611935
10028,,265473
10028,,544966
10028,,153684
10028,,9485
10028,,569342
10028,,53578
10028,,118106
10028,,585325
10028,,112411
10028,,711279
10028,,793656
10028,,941769
10028,,459231
10028,,402214
10028,,399898
10028,,811957
10028,,509619
10028,,260412
10028,,853996
10028,,991502
10028,,143343
10028,,581793
10028,,480940
10028,,242775
10028,,348169
10028,,186677
10028,,512967
10028,,670055
10028,,740092
10028,,391544
10028,,432848
10028,,974934
10028,,453239
10028,,256120
10028,,393183
10028,,355764
10028,,94303
10028,,9088
10028,,513851
10028,,677386
10028,,24643
10028,,796874
10029,,999093
10029,,746578
10029,,599492
10029,,587882
10029,,185260
10029,,306143
10029,,699516
10029,,401413
10029,,270940
10029,,151420
10029,,847757
10029,,738433
10029,,881029
10029,,620958
10029,,672751
10029,,376438
10029,,937389
10029,,688686
10029,,90699
10029,,700455
10029,,548899
10029,,367075
10029,,103213
10029,,287926
10029,,270898
10029,,758729
10029,,468861
10029,,625097
10029,,847549
10029,,218061
10029,,725633
10029,,447978
10029,,301995
10029,,311084
10029,,550715
10029,,313998
10029,,793208
10029,,286911
10029,,990242
10029,,299066
10029,,196170
10029,,544272
10029,,172807
10029,,277011
10029,,499336
10029,,29970
10029,,780631
10029,,310074
10029,,460063
10029,,297414
10029,,562962
10029,,388723
10029,,508582
10029,,378581
10029,,873893
10029,,123779
10029,,838447
10029,,442446
10029,,32587
10029,,824432
10029,,597803
10029,,100645
10029,,785726
10029,,18224
10029,,695410
10030,,352833
10030,,995120
10030,,670706
10030,,183231
10030,,561058
10030,,774375
10030,,777533
10030,,979275
10030,,544826
10030,,232978
10030,,422206
10030,,315945
10030,,967528
10030,,657723
10030,,814884
10030,,569342
10030,,768474
10030,,345143
10030,,453376
10030,,702970
10030,,159355
10030,,352059
10030,,241709
10030,,733886
10030,,968074
10030,,430453
10030,,191075
10030,,529203
10030,,38009
10030,,894287
10030,,889828
10030,,391267
10030,,672125
10030,,286321
10030,,390432
10030,,525033
10030,,529835
10030,,246315
10030,,406172
10030,,591556
10030,,468399
10030,,407249
10031,A,630249
10031,A,637503
10031,A,627099
10031,A,729113
10031,A,747552
10031,A,587021
10031,A,363860
10031,A,352891
10031,A,631782
10031,A,288042
10031,A,119937
10031,A,53986
10031,A,473863
10031,A,817566
10031,A,372503
10031,A,807859
10031,A,674755
10031,A,776709
10031,A,861409
10031,A,157393
10031,A,372108
10031,A,589619
10031,A,307614
10031,A,136122
10031,A,789590
10031,A,758740
10031,A,872573
10031,A,852617
10031,A,246671
10031,A,466751
10031,A,531592
10031,A,223787
10031,,756051
10031,,272851
10031,,238460
10031,,177350
10031,,527564
10031,,258332
10031,,864551
10031,,277592
10031,,670641
10031,,432653
10031,,379741
10031,,889821
10031,,877473
10031,,649981
10031,,625529
10031,,733997
10031,,641627
10031,,268121
10031,,441667
10031,,836766
10031,,518878
10031,,301995
10031,,146678
10031,,768687
10031,,254402
10031,,236892
10031,,777584
10031,,946458
10031,,542132
10031,,977370
10031,,556468
10031,,772288
10031,,856168
10031,,218404
10031,,799146
10031,,764856
10031,,815471
10031,,319263
10031,,128540
10031,,410152
10031,,119927
10031,,899301
10031,,56939
10031,,715262
10031,,514601
10031,,916626
10032,,137259
10032,,964141
10032,,833112
10032,,826204
10032,,718762
10032,,341125
10032,,655919
10032,,129390
10032,,627205
10032,,493811
10032,,691734
10032,,446830
10032,,644814
10032,,122544
10032,,368349
10032,,288102
10032,,851072
10032,,797445
10032,,607932
10032,,333591
10032,,17942
10032,,763651
10032,,317693
10032,,779506
10032,,497379
10032,,276901
10032,,367075
10032,,180722
10032,,341101
10032,,493246
10032,,214437
10032,,177062
10032,,935063
10032,,142032
10032,,558113
10032,,359106
10032,,492890
10032,,730924
10032,,142712
10032,,466398
10032,,249243
10032,,966917
10032,,768381
10032,,757567
10032,,831597
10032,,333977
10032,,309256
10032,,995676
10032,,13697
10032,,841558
10032,,942489
10032,,265256
10032,,345546
10032,,502313
10032,,192552
10032,,686410
10032,,10329
10032,,229956
10032,,554038
10032,,671021
10032,,952374
10032,,781064
10032,,271738
10032,,797151
10033,A,587021
10033,,250704
10033,,661719
10033,,239528
10033,,186435
10033,,357257
10033,,466139
10033,,684591
10033,,963046
10033,,716512
10033,,447328
10033,,506774
10033,,102397
10033,,348537
10033,,423564
10033,,278393
10033,,384971
10033,,315479
10033,,254503
10033,,535057
10033,,544331
10033,,845013
10033,,514641
10033,,388487
10033,,316018
10033,,535955
10033,,481690
10033,,897975
10035,B,981332
10035,B,637503
10035,C,627099
10035,B,500474
10035,A,661102
10035,C,225023
10035,,108850
10035,B,670231
10035,,453360
10035,B,72813
10035,A,750378
10035,B,579011
10035,A,65810
10035,C,783874
10035,C,119937
10035,B,19993
10035,B,899050
10035,D,267953
10035,,758331
10035,W,365392
10035,C,972371
10035,W,464903
10035,B,575821
10035,B,341159
10035,W,922180
10035,B,674755
10035,B,313759
10035,B,715077
10035,C,861409
10035,B,481690
10035,B,798116
10035,C,113959
10035,D,136122
10035,A,440166
10035,,104714
10035,C,789590
10035,B,349835
10035,,904524
10035,A,508616
10035,A,958475
10035,,395013
10035,W,444973
10035,C,992270
10035,B,650055
10035,C,223787
10035,A,370728
10035,A,604002
10035,D,735213
10035,B,209362
10035,,845095
10035,,238194
10035,,966351
10035,,498404
10035,,996513
10035,,52170
10035,,50525
10035,,954725
10035,,721923
10035,,981332
10035,,75349
10035,,198460
10035,,648929
10035,,588270
10035,,588668
10035,,602276
10035,,692560
10035,,626248
10035,,27089
10035,,733815
10035,,762304
10035,,861382
10035,,885446
10035,,454039
10035,,689061
10035,,802701
10035,,644089
10035,,385743
10035,,800391
10035,,596402
10035,,836359
10035,,525156
10035,,790140
10036,A,197542
10036,A,41178
10036,A,119808
10036,A,553465
10036,A,242884
10036,C,181738
10036,A,575821
10036,,360642
10036,A,425765
10036,A,313759
10036,B,337565
10036,B,648773
10036,B,648591
10036,,904524
10036,W,564224
10036,,395013
10036,B,967790
10036,C,758365
10036,,206198
10036,,296305
10036,,288201
10036,,867543
10036,,978522
10036,,405866
10036,,992069
10036,,641950
10036,,410712
10036,,174409
10036,,190425
10036,,917646
10036,,94023
10036,,34690
10036,,140876
10036,,589619
10037,,100701
10037,,291511
10037,,134376
10037,,853121
10037,,88366
10037,,479357
10037,,835892
10037,,542436
10037,,4888
10037,,41178
10037,,546397
10037,,919802
10037,,987071
10037,,140169
10037,,667757
10037,,698190
10037,,554871
10037,,170471
10037,,660959
10037,,66240
10037,,118134
10037,,702986
10037,,440450
10037,,401133
10037,,104546
10037,,735525
10037,,439684
10037,,268566
10037,,209452
10037,,643279
10037,,41746
10037,,198696
10037,,738310
10037,,472846
10037,,298477
10037,,188079
10037,,681139
10037,,801705
10037,,810538
10037,,332368
10037,,633160
10037,,511558
10038,,378939
10038,,242231
10038,,878294
10038,,909735
10038,,908580
10038,,171655
10038,,399500
10038,,934490
10038,,502706
10038,,842452
10038,,675184
10038,,693119
10038,,611355
10038,,268041
10038,,756204
10038,,514223
10038,,751980
10038,,98315
10038,,712686
10038,,397427
10038,,580144
10038,,668264
10038,,903221
10038,,129867
10038,,57286
10038,,8388
10039,,223078
10039,,112468
10039,,137604
10039,,602832
10039,,8542
10039,,994954
10039,,929285
10039,,840998
10039,,179995
10039,,579781
10039,,326031
10039,,445476
10039,,227610
10039,,193707
10039,,48585
10039,,190038
10039,,917438
10039,,318308
10039,,468982
10039,,307981
10039,,695256
10039,,848427
10039,,897923
10039,,466836
10039,,852050
10039,,554691
10039,,445305
10039,,367075
10039,,87234
10039,,479138
10039,,628962
10039,,931989
10039,,869360
10039,,653449
10039,,732298
10039,,422344
10039,,965556
10039,,833880
10039,,721390
10039,,361893
10039,,978413
10039,,606797
10039,,936427
10039,,224372
10039,,992045
10039,,394542
10039,,659522
10039,,350825
10039,,742218
10039,,432497
10039,,621424
10039,,870932
10039,,151368
10039,,466165
10039,,893194
10039,,476085
10039,,907575
10039,,541550
10039,,810780
10039,,436786
10039,,785825
10039,,327660
10039,,591556
10039,,339138
10039,,390732
10039,,171625
10039,,650621
10039,,102443
10039,,246170
10039,,296300
10039,,738288
10040,C,790287
10040,,218565
10040,C,921898
10040,W,46515
10040,D,244223
10040,C,267617
10040,,332131
10040,B,350429
10040,C,500186
10040,,839063
10040,C,510885
10040,B,658603
10040,,414342
10040,B,466438
10040,B,300583
10040,B,443108
10040,C,385861
10040,A,924082
10040,C,476809
10040,C,251008
10040,A,602375
10040,D,840664
10040,,681843
10040,D,129097
10040,,376035
10040,C,794898
10040,C,768066
10040,A,665293
10040,,324750
10040,C,252447
10040,,606102
10040,D,22322
10040,B,535955
10040,I,400670
10040,D,925560
10040,C,698649
10040,,7165
10040,B,331508
10040,A,465604
10040,B,82288
10040,F,482003
10040,W,57697
10040,,936631
10040,,189588
10040,,57575
10040,,409023
10040,,232083
10040,,782374
10040,,302321
10040,,59860
10040,,87195
10040,,293991
10040,,539941
10040,,580894
10040,,9197
10040,,545819
10040,,432715
10040,,860826
10040,,418618
10040,,113672
10040,,42122
10040,,611591
10040,,657060
10040,,597470
10040,,353164
10040,,905715
10040,,791336
10040,,320603
10040,,171689
10040,,254934
