CRN,Subject Code,Course Number,Course Code
14762,ACCT,210,ACCT210
14763,ACCT,210,ACCT210
14211,ACCT,210,ACCT210
14407,ACCT,210,ACCT210
14703,ACCT,210,ACCT210
14711,ACCT,210,ACCT210
14704,ACCT,210,ACCT210
14185,ACCT,210,ACCT210
14184,ACCT,210,ACCT210
11028,ACCT,210,ACCT210
11027,ACCT,210,ACCT210
11061,ACCT,210,ACCT210
20405,ACCT,210,ACCT210
20404,ACCT,210,ACCT210
30077,ACCT,210,ACCT210
11010,ACCT,210,ACCT210
11018,ACCT,210,ACCT210
11009,ACCT,210,ACCT210
14787,ACCT,211,ACCT211
14796,ACCT,211,ACCT211
14440,ACCT,211,ACCT211
14710,ACCT,211,ACCT211
14716,ACCT,211,ACCT211
14206,ACCT,211,ACCT211
14213,ACCT,211,ACCT211
11060,ACCT,211,ACCT211
11074,ACCT,211,ACCT211
20474,ACCT,211,ACCT211
20467,ACCT,211,ACCT211
30078,ACCT,211,ACCT211
11032,ACCT,211,ACCT211
11024,ACCT,211,ACCT211
14786,ACCT,302,ACCT302
14709,ACCT,302,ACCT302
14205,ACCT,302,ACCT302
11059,ACCT,302,ACCT302
20436,ACCT,302,ACCT302
30079,ACCT,302,ACCT302
11023,ACCT,302,ACCT302
14824,ACCT,304,ACCT304
14708,ACCT,304,ACCT304
14228,ACCT,304,ACCT304
11058,ACCT,304,ACCT304
20490,ACCT,304,ACCT304
11022,ACCT,304,ACCT304
14793,ACCT,310,ACCT310
14792,ACCT,310,ACCT310
14705,ACCT,310,ACCT310
14211,ACCT,310,ACCT310
14210,ACCT,310,ACCT310
11053,ACCT,310,ACCT310
20471,ACCT,310,ACCT310
20472,ACCT,310,ACCT310
11017,ACCT,310,ACCT310
14745,ACCT,311,ACCT311
14695,ACCT,311,ACCT311
14696,ACCT,311,ACCT311
14165,ACCT,311,ACCT311
10730,ACCT,311,ACCT311
20387,ACCT,311,ACCT311
10987,ACCT,311,ACCT311
14788,ACCT,324,ACCT324
14789,ACCT,324,ACCT324
14715,ACCT,324,ACCT324
15440,ACCT,324,ACCT324
14208,ACCT,324,ACCT324
14207,ACCT,324,ACCT324
11073,ACCT,324,ACCT324
20469,ACCT,324,ACCT324
20468,ACCT,324,ACCT324
11033,ACCT,324,ACCT324
14458,ACCT,340,ACCT340
14807,ACCT,405,ACCT405
14707,ACCT,405,ACCT405
14219,ACCT,405,ACCT405
11057,ACCT,405,ACCT405
20479,ACCT,405,ACCT405
11021,ACCT,405,ACCT405
14746,ACCT,410,ACCT410
14697,ACCT,410,ACCT410
14166,ACCT,410,ACCT410
10731,ACCT,410,ACCT410
20388,ACCT,410,ACCT410
10988,ACCT,410,ACCT410
14799,ACCT,499,ACCT499
14154,ACCT,499,ACCT499
14202,ACCT,499,ACCT499
20432,ACCT,499,ACCT499
30080,ACCT,499,ACCT499
14017,AENV,110,AENV110
14016,AENV,110,AENV110
14068,AENV,110,AENV110
14067,AENV,110,AENV110
10992,AENV,110,AENV110
10993,AENV,110,AENV110
10994,AENV,110,AENV110
10189,AENV,110,AENV110
10191,AENV,110,AENV110
10190,AENV,110,AENV110
14067,AENV,130,AENV130
14079,AENV,130,AENV130
14068,AENV,130,AENV130
14069,AENV,130,AENV130
14072,AENV,130,AENV130
14071,AENV,130,AENV130
14070,AENV,130,AENV130
14073,AENV,130,AENV130
14679,AENV,130,AENV130
14674,AENV,130,AENV130
14676,AENV,130,AENV130
14677,AENV,130,AENV130
14675,AENV,130,AENV130
10998,AENV,130,AENV130
10997,AENV,130,AENV130
11000,AENV,130,AENV130
10999,AENV,130,AENV130
20785,AENV,130,AENV130
20787,AENV,130,AENV130
20786,AENV,130,AENV130
10194,AENV,130,AENV130
10195,AENV,130,AENV130
10196,AENV,130,AENV130
14275,AENV,240,AENV240
30297,AENV,240,AENV240
11001,AENV,340,AENV340
15318,AENV,384,AENV384
14431,AENV,384,AENV384
14075,AENV,384,AENV384
11002,AENV,384,AENV384
21413,AENV,384,AENV384
10198,AENV,384,AENV384
21548,AENV,400,AENV400
14276,AENV,440,AENV440
30298,AENV,440,AENV440
14076,AGRB,261,AGRB261
11003,AGRB,261,AGRB261
10199,AGRB,261,AGRB261
14084,AGRB,382,AGRB382
14680,AGRB,382,AGRB382
20790,AGRB,382,AGRB382
14085,AGRB,430,AGRB430
14086,AGRB,442,AGRB442
14079,ANSC,111,ANSC111
14078,ANSC,111,ANSC111
11004,ANSC,111,ANSC111
11005,ANSC,111,ANSC111
10200,ANSC,111,ANSC111
10201,ANSC,111,ANSC111
14080,ANSC,235,ANSC235
11006,ANSC,235,ANSC235
10202,ANSC,235,ANSC235
14087,ANSC,336,ANSC336
14681,ANSC,336,ANSC336
20791,ANSC,336,ANSC336
15432,ANSC,337,ANSC337
20792,ANSC,337,ANSC337
14086,ANSC,343,ANSC343
10209,ANSC,343,ANSC343
11343,ANSC,345,ANSC345
10203,ANSC,345,ANSC345
14064,ANSC,360,ANSC360
14062,ANSC,360,ANSC360
14063,ANSC,360,ANSC360
14061,ANSC,360,ANSC360
14065,ANSC,360,ANSC360
14083,ANSC,360,ANSC360
14082,ANSC,360,ANSC360
14081,ANSC,360,ANSC360
14085,ANSC,360,ANSC360
14084,ANSC,360,ANSC360
14683,ANSC,360,ANSC360
14682,ANSC,360,ANSC360
14686,ANSC,360,ANSC360
14684,ANSC,360,ANSC360
14685,ANSC,360,ANSC360
11011,ANSC,360,ANSC360
11007,ANSC,360,ANSC360
11010,ANSC,360,ANSC360
11008,ANSC,360,ANSC360
11009,ANSC,360,ANSC360
20796,ANSC,360,ANSC360
20798,ANSC,360,ANSC360
20794,ANSC,360,ANSC360
20795,ANSC,360,ANSC360
20797,ANSC,360,ANSC360
10207,ANSC,360,ANSC360
10206,ANSC,360,ANSC360
10204,ANSC,360,ANSC360
10208,ANSC,360,ANSC360
10205,ANSC,360,ANSC360
14687,ANSC,363,ANSC363
14088,ANSC,392,ANSC392
14688,ANSC,392,ANSC392
20800,ANSC,392,ANSC392
20799,ANSC,483,ANSC483
11012,ANSC,496,ANSC496
14089,ANSC,497,ANSC497
14689,ANSC,497,ANSC497
20801,ANSC,497,ANSC497
10409,ANTH,101,ANTH101
15262,ART,101,ART101
14071,ART,101,ART101
14415,ART,101,ART101
14061,ART,101,ART101
14069,ART,101,ART101
14482,ART,101,ART101
10471,ART,101,ART101
30231,ART,101,ART101
30233,ART,101,ART101
30395,ART,101,ART101
10254,ART,101,ART101
14533,ART,105,ART105
14532,ART,105,ART105
14457,ART,105,ART105
14452,ART,105,ART105
14434,ART,105,ART105
15274,ART,105,ART105
15201,ART,105,ART105
15200,ART,105,ART105
10473,ART,105,ART105
10474,ART,105,ART105
10472,ART,105,ART105
10475,ART,105,ART105
20219,ART,105,ART105
20222,ART,105,ART105
10256,ART,105,ART105
10257,ART,105,ART105
10255,ART,105,ART105
10258,ART,105,ART105
14534,ART,106,ART106
14535,ART,106,ART106
14432,ART,106,ART106
14524,ART,106,ART106
15235,ART,106,ART106
10476,ART,106,ART106
20199,ART,106,ART106
20198,ART,106,ART106
10259,ART,106,ART106
14536,ART,111,ART111
14466,ART,111,ART111
14463,ART,111,ART111
14525,ART,111,ART111
10478,ART,111,ART111
10477,ART,111,ART111
20220,ART,111,ART111
10260,ART,111,ART111
10261,ART,111,ART111
14537,ART,112,ART112
14470,ART,112,ART112
15383,ART,112,ART112
14526,ART,112,ART112
10479,ART,112,ART112
20232,ART,112,ART112
10262,ART,112,ART112
14538,ART,213,ART213
14479,ART,213,ART213
14527,ART,213,ART213
10480,ART,213,ART213
20214,ART,213,ART213
10263,ART,213,ART213
15254,ART,221,ART221
14426,ART,221,ART221
10481,ART,221,ART221
10264,ART,221,ART221
14539,ART,222,ART222
14372,ART,222,ART222
15221,ART,222,ART222
14528,ART,222,ART222
15414,ART,222,ART222
20209,ART,222,ART222
14441,ART,240,ART240
14480,ART,240,ART240
14478,ART,240,ART240
15069,ART,287,ART287
14063,ART,291,ART291
14458,ART,291,ART291
10482,ART,291,ART291
30232,ART,291,ART291
10265,ART,291,ART291
14072,ART,292,ART292
14529,ART,292,ART292
20226,ART,292,ART292
14540,ART,314,ART314
14062,ART,314,ART314
14530,ART,314,ART314
20210,ART,314,ART314
30230,ART,314,ART314
14541,ART,315,ART315
14453,ART,315,ART315
14531,ART,315,ART315
10483,ART,315,ART315
20227,ART,315,ART315
10266,ART,315,ART315
15187,ART,317,ART317
10484,ART,317,ART317
10267,ART,317,ART317
14532,ART,318,ART318
20218,ART,318,ART318
14542,ART,324,ART324
14550,ART,324,ART324
20223,ART,324,ART324
14543,ART,331,ART331
14418,ART,331,ART331
14551,ART,331,ART331
10485,ART,331,ART331
20200,ART,331,ART331
10268,ART,331,ART331
14544,ART,332,ART332
14419,ART,332,ART332
14552,ART,332,ART332
10486,ART,332,ART332
20201,ART,332,ART332
10269,ART,332,ART332
14545,ART,341,ART341
14064,ART,341,ART341
14472,ART,341,ART341
14553,ART,341,ART341
10487,ART,341,ART341
20217,ART,341,ART341
10270,ART,341,ART341
14546,ART,342,ART342
14474,ART,342,ART342
14554,ART,342,ART342
10488,ART,342,ART342
20211,ART,342,ART342
10271,ART,342,ART342
14547,ART,351,ART351
14446,ART,351,ART351
14555,ART,351,ART351
10489,ART,351,ART351
20205,ART,351,ART351
30248,ART,351,ART351
10272,ART,351,ART351
14548,ART,352,ART352
14445,ART,352,ART352
14556,ART,352,ART352
10490,ART,352,ART352
20206,ART,352,ART352
10273,ART,352,ART352
14549,ART,353,ART353
14245,ART,353,ART353
14557,ART,353,ART353
20207,ART,353,ART353
14550,ART,361,ART361
14073,ART,361,ART361
14558,ART,361,ART361
20194,ART,361,ART361
30236,ART,361,ART361
14551,ART,362,ART362
14074,ART,362,ART362
14559,ART,362,ART362
20195,ART,362,ART362
30237,ART,362,ART362
14552,ART,371,ART371
14560,ART,371,ART371
20224,ART,371,ART371
20225,ART,372,ART372
30379,ART,400,ART400
15199,ART,423,ART423
11105,ART,423,ART423
10274,ART,423,ART423
14554,ART,433,ART433
14422,ART,433,ART433
10491,ART,433,ART433
10275,ART,433,ART433
14555,ART,434,ART434
14563,ART,434,ART434
10492,ART,434,ART434
10276,ART,434,ART434
15183,ART,440,ART440
15350,ART,440,ART440
15464,ART,440,ART440
15068,ART,440,ART440
15083,ART,440,ART440
15422,ART,440,ART440
11283,ART,440,ART440
10277,ART,440,ART440
14556,ART,443,ART443
14476,ART,443,ART443
14564,ART,443,ART443
10494,ART,443,ART443
10278,ART,443,ART443
14557,ART,444,ART444
14066,ART,444,ART444
14565,ART,444,ART444
10495,ART,444,ART444
20213,ART,444,ART444
14460,ART,454,ART454
10496,ART,454,ART454
10280,ART,454,ART454
14461,ART,455,ART455
10497,ART,455,ART455
10281,ART,455,ART455
14558,ART,456,ART456
14566,ART,456,ART456
20228,ART,456,ART456
14559,ART,457,ART457
14567,ART,457,ART457
20233,ART,457,ART457
14560,ART,463,ART463
14568,ART,463,ART463
15348,ART,490,ART490
15336,ART,490,ART490
15428,ART,490,ART490
15344,ART,490,ART490
15349,ART,490,ART490
14279,ART,490,ART490
14068,ART,490,ART490
14421,ART,490,ART490
15124,ART,490,ART490
15426,ART,490,ART490
14430,ART,490,ART490
15397,ART,490,ART490
15228,ART,490,ART490
15482,ART,490,ART490
15520,ART,490,ART490
15376,ART,490,ART490
15230,ART,490,ART490
15229,ART,490,ART490
15345,ART,490,ART490
11352,ART,490,ART490
11357,ART,490,ART490
11551,ART,490,ART490
11471,ART,490,ART490
21497,ART,490,ART490
30234,ART,490,ART490
30321,ART,490,ART490
11573,ART,490,ART490
14562,ART,495,ART495
14428,ART,495,ART495
20216,ART,495,ART495
11195,BCOR,310,BCOR310
11197,BCOR,310,BCOR310
11198,BCOR,310,BCOR310
11196,BCOR,310,BCOR310
21181,BCOR,310,BCOR310
21177,BCOR,310,BCOR310
21176,BCOR,310,BCOR310
21178,BCOR,310,BCOR310
21182,BCOR,310,BCOR310
21179,BCOR,310,BCOR310
21175,BCOR,310,BCOR310
30250,BCOR,310,BCOR310
30308,BCOR,310,BCOR310
10766,BCOR,310,BCOR310
10765,BCOR,310,BCOR310
10767,BCOR,310,BCOR310
10768,BCOR,310,BCOR310
14915,BGRK,221,BGRK221
14914,BGRK,221,BGRK221
14913,BGRK,221,BGRK221
10588,BGRK,221,BGRK221
10582,BGRK,221,BGRK221
10587,BGRK,221,BGRK221
11285,BGRK,221,BGRK221
10061,BGRK,221,BGRK221
10060,BGRK,221,BGRK221
14965,BGRK,222,BGRK222
14966,BGRK,222,BGRK222
14964,BGRK,222,BGRK222
14963,BGRK,222,BGRK222
14273,BGRK,222,BGRK222
14274,BGRK,222,BGRK222
15324,BGRK,222,BGRK222
14275,BGRK,222,BGRK222
20925,BGRK,222,BGRK222
21380,BGRK,222,BGRK222
20923,BGRK,222,BGRK222
20924,BGRK,222,BGRK222
14832,BGRK,331,BGRK331
14951,BGRK,331,BGRK331
10567,BGRK,331,BGRK331
11356,BGRK,331,BGRK331
10002,BGRK,331,BGRK331
14884,BGRK,332,BGRK332
14883,BGRK,332,BGRK332
14240,BGRK,332,BGRK332
14291,BGRK,332,BGRK332
20940,BGRK,332,BGRK332
15035,BGRK,441,BGRK441
10537,BGRK,441,BGRK441
10003,BGRK,441,BGRK441
15004,BGRK,442,BGRK442
14375,BGRK,442,BGRK442
20943,BGRK,442,BGRK442
15407,BGRK,600,BGRK600
15273,BGRK,611,BGRK611
15157,BGRK,611,BGRK611
10559,BGRK,611,BGRK611
10560,BGRK,611,BGRK611
11538,BGRK,611,BGRK611
10069,BGRK,611,BGRK611
15406,BGRK,612,BGRK612
15049,BGRK,612,BGRK612
15054,BGRK,612,BGRK612
15020,BGRK,612,BGRK612
20437,BGRK,612,BGRK612
20438,BGRK,612,BGRK612
15158,BGRK,621,BGRK621
10561,BGRK,621,BGRK621
10562,BGRK,623,BGRK623
15291,BGRK,624,BGRK624
10072,BGRK,624,BGRK624
15089,BGRK,625,BGRK625
15021,BGRK,625,BGRK625
21377,BGRK,625,BGRK625
21468,BGRK,625,BGRK625
11527,BGRK,625,BGRK625
15253,BHEB,400,BHEB400
15069,BHEB,400,BHEB400
15382,BHEB,400,BHEB400
14927,BHEB,471,BHEB471
10579,BHEB,471,BHEB471
10064,BHEB,471,BHEB471
14912,BHEB,472,BHEB472
14284,BHEB,472,BHEB472
20851,BHEB,472,BHEB472
21451,BHEB,600,BHEB600
15160,BHEB,622,BHEB622
10073,BHEB,622,BHEB622
15152,BHEB,623,BHEB623
15161,BHEB,671,BHEB671
15162,BHEB,671,BHEB671
10563,BHEB,671,BHEB671
10074,BHEB,671,BHEB671
15316,BHEB,672,BHEB672
15090,BHEB,672,BHEB672
15023,BHEB,672,BHEB672
20440,BHEB,672,BHEB672
15163,BHEB,681,BHEB681
11519,BHEB,681,BHEB681
10075,BHEB,681,BHEB681
15025,BHEB,682,BHEB682
21523,BIBD,600,BIBD600
10566,BIBD,642,BIBD642
15092,BIBD,647,BIBD647
20441,BIBD,647,BIBD647
15165,BIBD,660,BIBD660
15164,BIBD,660,BIBD660
10568,BIBD,660,BIBD660
30042,BIBD,660,BIBD660
14205,BIBD,661,BIBD661
15026,BIBD,661,BIBD661
20752,BIBD,661,BIBD661
15093,BIBD,678,BIBD678
15046,BIBD,678,BIBD678
20442,BIBD,678,BIBD678
15166,BIBD,686,BIBD686
10078,BIBD,686,BIBD686
11515,BIBD,699,BIBD699
21448,BIBD,699,BIBD699
30393,BIBD,699,BIBD699
11393,BIBD,699,BIBD699
14864,BIBH,380,BIBH380
14978,BIBH,380,BIBH380
14974,BIBH,380,BIBH380
15325,BIBH,380,BIBH380
10602,BIBH,380,BIBH380
21190,BIBH,380,BIBH380
10015,BIBH,380,BIBH380
15017,BIBH,383,BIBH383
14297,BIBH,383,BIBH383
20915,BIBH,383,BIBH383
11546,BIBH,400,BIBH400
14967,BIBH,432,BIBH432
14245,BIBH,432,BIBH432
20930,BIBH,432,BIBH432
10014,BIBH,432,BIBH432
15480,BIBH,600,BIBH600
11565,BIBH,600,BIBH600
15094,BIBH,633,BIBH633
20443,BIBH,633,BIBH633
15028,BIBH,640,BIBH640
11214,BIBH,640,BIBH640
15167,BIBH,651,BIBH651
15168,BIBH,651,BIBH651
10571,BIBH,651,BIBH651
10570,BIBH,651,BIBH651
11549,BIBH,651,BIBH651
11539,BIBH,651,BIBH651
10079,BIBH,651,BIBH651
15095,BIBH,652,BIBH652
15029,BIBH,652,BIBH652
15030,BIBH,652,BIBH652
20445,BIBH,652,BIBH652
20446,BIBH,652,BIBH652
14414,BIBH,655,BIBH655
20447,BIBH,655,BIBH655
15169,BIBH,664,BIBH664
15170,BIBH,664,BIBH664
10574,BIBH,664,BIBH664
10572,BIBH,664,BIBH664
11540,BIBH,664,BIBH664
15153,BIBH,674,BIBH674
15031,BIBH,674,BIBH674
15000,BIBL,101,BIBL101
14929,BIBL,101,BIBL101
14871,BIBL,101,BIBL101
14721,BIBL,101,BIBL101
15027,BIBL,101,BIBL101
15220,BIBL,101,BIBL101
14873,BIBL,101,BIBL101
14830,BIBL,101,BIBL101
14955,BIBL,101,BIBL101
14826,BIBL,101,BIBL101
14931,BIBL,101,BIBL101
14930,BIBL,101,BIBL101
14738,BIBL,101,BIBL101
15026,BIBL,101,BIBL101
14932,BIBL,101,BIBL101
14863,BIBL,101,BIBL101
14976,BIBL,101,BIBL101
14288,BIBL,101,BIBL101
10554,BIBL,101,BIBL101
10542,BIBL,101,BIBL101
10517,BIBL,101,BIBL101
10524,BIBL,101,BIBL101
10539,BIBL,101,BIBL101
10569,BIBL,101,BIBL101
10600,BIBL,101,BIBL101
10596,BIBL,101,BIBL101
10519,BIBL,101,BIBL101
10523,BIBL,101,BIBL101
10553,BIBL,101,BIBL101
10552,BIBL,101,BIBL101
11358,BIBL,101,BIBL101
20914,BIBL,101,BIBL101
11351,BIBL,101,BIBL101
10029,BIBL,101,BIBL101
10623,BIBL,101,BIBL101
11526,BIBL,101,BIBL101
10624,BIBL,101,BIBL101
11567,BIBL,101,BIBL101
10040,BIBL,101,BIBL101
10026,BIBL,101,BIBL101
10038,BIBL,101,BIBL101
10039,BIBL,101,BIBL101
10042,BIBL,101,BIBL101
10043,BIBL,101,BIBL101
10044,BIBL,101,BIBL101
10625,BIBL,101,BIBL101
11348,BIBL,101,BIBL101
10027,BIBL,101,BIBL101
10028,BIBL,101,BIBL101
10032,BIBL,101,BIBL101
10041,BIBL,101,BIBL101
10627,BIBL,101,BIBL101
11350,BIBL,101,BIBL101
10030,BIBL,101,BIBL101
10031,BIBL,101,BIBL101
11505,BIBL,101,BIBL101
14944,BIBL,102,BIBL102
14994,BIBL,102,BIBL102
15027,BIBL,102,BIBL102
14990,BIBL,102,BIBL102
15002,BIBL,102,BIBL102
14860,BIBL,102,BIBL102
14862,BIBL,102,BIBL102
14991,BIBL,102,BIBL102
15026,BIBL,102,BIBL102
14873,BIBL,102,BIBL102
14878,BIBL,102,BIBL102
14863,BIBL,102,BIBL102
15015,BIBL,102,BIBL102
15003,BIBL,102,BIBL102
14122,BIBL,102,BIBL102
14286,BIBL,102,BIBL102
14292,BIBL,102,BIBL102
14298,BIBL,102,BIBL102
14310,BIBL,102,BIBL102
14239,BIBL,102,BIBL102
14361,BIBL,102,BIBL102
14309,BIBL,102,BIBL102
14368,BIBL,102,BIBL102
15279,BIBL,102,BIBL102
14242,BIBL,102,BIBL102
14243,BIBL,102,BIBL102
14247,BIBL,102,BIBL102
14289,BIBL,102,BIBL102
14358,BIBL,102,BIBL102
14300,BIBL,102,BIBL102
20941,BIBL,102,BIBL102
20875,BIBL,102,BIBL102
20937,BIBL,102,BIBL102
20927,BIBL,102,BIBL102
20936,BIBL,102,BIBL102
20951,BIBL,102,BIBL102
20996,BIBL,102,BIBL102
20888,BIBL,102,BIBL102
20949,BIBL,102,BIBL102
20935,BIBL,102,BIBL102
20994,BIBL,102,BIBL102
21462,BIBL,102,BIBL102
20939,BIBL,102,BIBL102
20947,BIBL,102,BIBL102
30312,BIBL,102,BIBL102
30018,BIBL,102,BIBL102
14921,BIBL,103,BIBL103
15032,BIBL,103,BIBL103
14906,BIBL,103,BIBL103
14373,BIBL,103,BIBL103
10593,BIBL,103,BIBL103
10536,BIBL,103,BIBL103
10594,BIBL,103,BIBL103
20944,BIBL,103,BIBL103
10047,BIBL,103,BIBL103
10046,BIBL,103,BIBL103
10045,BIBL,103,BIBL103
14942,BIBL,211,BIBL211
14931,BIBL,211,BIBL211
15038,BIBL,211,BIBL211
15347,BIBL,211,BIBL211
15413,BIBL,211,BIBL211
15176,BIBL,211,BIBL211
14114,BIBL,211,BIBL211
14425,BIBL,211,BIBL211
14111,BIBL,211,BIBL211
14426,BIBL,211,BIBL211
14394,BIBL,211,BIBL211
14115,BIBL,211,BIBL211
14112,BIBL,211,BIBL211
14393,BIBL,211,BIBL211
14424,BIBL,211,BIBL211
14902,BIBL,211,BIBL211
14847,BIBL,211,BIBL211
14924,BIBL,211,BIBL211
14720,BIBL,211,BIBL211
15084,BIBL,211,BIBL211
14719,BIBL,211,BIBL211
14846,BIBL,211,BIBL211
14862,BIBL,211,BIBL211
15211,BIBL,211,BIBL211
14966,BIBL,211,BIBL211
14238,BIBL,211,BIBL211
14175,BIBL,211,BIBL211
15461,BIBL,211,BIBL211
14294,BIBL,211,BIBL211
14281,BIBL,211,BIBL211
15326,BIBL,211,BIBL211
10551,BIBL,211,BIBL211
10527,BIBL,211,BIBL211
10520,BIBL,211,BIBL211
10526,BIBL,211,BIBL211
11504,BIBL,211,BIBL211
10530,BIBL,211,BIBL211
10548,BIBL,211,BIBL211
10573,BIBL,211,BIBL211
11115,BIBL,211,BIBL211
10521,BIBL,211,BIBL211
11364,BIBL,211,BIBL211
10597,BIBL,211,BIBL211
11212,BIBL,211,BIBL211
20921,BIBL,211,BIBL211
20922,BIBL,211,BIBL211
20945,BIBL,211,BIBL211
20946,BIBL,211,BIBL211
21188,BIBL,211,BIBL211
20850,BIBL,211,BIBL211
21484,BIBL,211,BIBL211
30031,BIBL,211,BIBL211
30021,BIBL,211,BIBL211
30035,BIBL,211,BIBL211
30033,BIBL,211,BIBL211
30027,BIBL,211,BIBL211
30032,BIBL,211,BIBL211
30028,BIBL,211,BIBL211
30023,BIBL,211,BIBL211
30034,BIBL,211,BIBL211
30022,BIBL,211,BIBL211
10001,BIBL,211,BIBL211
10053,BIBL,211,BIBL211
10056,BIBL,211,BIBL211
10057,BIBL,211,BIBL211
10051,BIBL,211,BIBL211
10059,BIBL,211,BIBL211
10048,BIBL,211,BIBL211
10054,BIBL,211,BIBL211
10055,BIBL,211,BIBL211
10058,BIBL,211,BIBL211
11341,BIBL,211,BIBL211
10525,BIBL,320,BIBL320
20891,BIBL,320,BIBL320
10006,BIBL,320,BIBL320
15034,BIBL,359,BIBL359
10592,BIBL,359,BIBL359
10005,BIBL,359,BIBL359
14296,BIBL,364,BIBL364
15013,BIBL,365,BIBL365
10007,BIBL,365,BIBL365
14861,BIBL,367,BIBL367
14369,BIBL,367,BIBL367
20995,BIBL,367,BIBL367
15414,BIBL,400,BIBL400
21409,BIBL,400,BIBL400
30420,BIBL,400,BIBL400
14925,BIBL,420,BIBL420
15033,BIBL,420,BIBL420
14374,BIBL,420,BIBL420
14885,BIBL,440,BIBL440
14293,BIBL,440,BIBL440
14916,BIBL,451,BIBL451
14926,BIBL,451,BIBL451
15123,BIBL,451,BIBL451
14283,BIBL,451,BIBL451
10550,BIBL,451,BIBL451
20919,BIBL,451,BIBL451
14917,BIBL,452,BIBL452
14968,BIBL,452,BIBL452
14174,BIBL,452,BIBL452
10576,BIBL,452,BIBL452
20871,BIBL,452,BIBL452
10033,BIBL,452,BIBL452
15024,BIBL,453,BIBL453
15219,BIBL,453,BIBL453
14925,BIBL,453,BIBL453
14282,BIBL,453,BIBL453
10549,BIBL,453,BIBL453
20920,BIBL,453,BIBL453
11309,BIBL,453,BIBL453
14941,BIBL,454,BIBL454
14848,BIBL,454,BIBL454
15341,BIBL,454,BIBL454
20849,BIBL,454,BIBL454
21170,BIBL,454,BIBL454
10035,BIBL,454,BIBL454
14919,BIBL,458,BIBL458
15031,BIBL,458,BIBL458
14372,BIBL,458,BIBL458
10518,BIBL,458,BIBL458
20942,BIBL,458,BIBL458
14932,BIBL,460,BIBL460
10009,BIBL,461,BIBL461
14002,BIBL,466,BIBL466
14371,BIBL,466,BIBL466
15476,BIBL,600,BIBL600
15096,BIBL,601,BIBL601
20448,BIBL,601,BIBL601
15171,BIBL,610,BIBL610
15432,BIBL,610,BIBL610
15032,BIBL,610,BIBL610
10575,BIBL,610,BIBL610
30289,BIBL,610,BIBL610
10083,BIBL,610,BIBL610
15097,BIBL,611,BIBL611
20449,BIBL,611,BIBL611
15098,BIBL,620,BIBL620
15034,BIBL,620,BIBL620
20451,BIBL,620,BIBL620
20450,BIBL,620,BIBL620
15172,BIBL,621,BIBL621
10578,BIBL,621,BIBL621
10084,BIBL,621,BIBL621
15112,BIBL,627,BIBL627
15420,BIBL,627,BIBL627
20461,BIBL,627,BIBL627
11541,BIBL,630,BIBL630
11542,BIBL,630,BIBL630
15099,BIBL,640,BIBL640
15179,BIBL,640,BIBL640
15173,BIBL,640,BIBL640
15055,BIBL,640,BIBL640
30286,BIBL,640,BIBL640
30288,BIBL,640,BIBL640
21501,BIBL,650,BIBL650
15036,BIBL,653,BIBL653
15102,BIBL,662,BIBL662
15047,BIBL,662,BIBL662
10635,BIBL,662,BIBL662
14235,BIBL,671,BIBL671
14204,BIBL,682,BIBL682
14130,BIBL,682,BIBL682
15212,BIBL,699,BIBL699
15207,BIBL,699,BIBL699
15339,BIBL,699,BIBL699
14370,BIBL,699,BIBL699
15231,BIBL,699,BIBL699
15233,BIBL,699,BIBL699
15237,BIBL,699,BIBL699
15232,BIBL,699,BIBL699
15362,BIBL,699,BIBL699
15354,BIBL,699,BIBL699
15361,BIBL,699,BIBL699
15481,BIBL,699,BIBL699
11570,BIBL,699,BIBL699
11560,BIBL,699,BIBL699
11568,BIBL,699,BIBL699
11469,BIBL,699,BIBL699
11470,BIBL,699,BIBL699
11403,BIBL,699,BIBL699
21442,BIBL,699,BIBL699
21443,BIBL,699,BIBL699
21491,BIBL,699,BIBL699
21428,BIBL,699,BIBL699
21429,BIBL,699,BIBL699
30390,BIBL,699,BIBL699
11523,BIBL,699,BIBL699
11391,BIBL,699,BIBL699
15008,BIBM,329,BIBM329
14004,BIBM,329,BIBM329
14922,BIBM,329,BIBM329
11300,BIBM,330,BIBM330
15006,BIBM,340,BIBM340
14917,BIBM,340,BIBM340
14277,BIBM,340,BIBM340
10544,BIBM,340,BIBM340
20917,BIBM,340,BIBM340
15005,BIBM,341,BIBM341
14276,BIBM,341,BIBM341
20916,BIBM,341,BIBM341
15164,BIBM,391,BIBM391
14250,BIBM,391,BIBM391
20907,BIBM,391,BIBM391
14936,BIBM,395,BIBM395
14923,BIBM,395,BIBM395
14280,BIBM,395,BIBM395
10547,BIBM,395,BIBM395
20926,BIBM,395,BIBM395
10017,BIBM,395,BIBM395
11563,BIBM,400,BIBM400
14997,BIBM,401,BIBM401
15269,BIBM,401,BIBM401
20952,BIBM,401,BIBM401
15029,BIBM,403,BIBM403
10601,BIBM,403,BIBM403
11163,BIBM,403,BIBM403
14928,BIBM,405,BIBM405
10595,BIBM,405,BIBM405
10019,BIBM,405,BIBM405
14968,BIBM,409,BIBM409
15007,BIBM,413,BIBM413
14920,BIBM,413,BIBM413
14278,BIBM,413,BIBM413
10545,BIBM,413,BIBM413
20918,BIBM,413,BIBM413
10020,BIBM,413,BIBM413
14006,BIBM,422,BIBM422
30024,BIBM,429,BIBM429
